Number of MFVS nodes: 463
C1orf103	55791	2.79210597148151
KAT5	10524	0.928361300471289
ID2	3398	0.729544042849356
TSC22D1	8848	1.56789411819201
CBX5	23468	0.527412524361491
BRD7	29117	0.334504766046217
MYST2	11143	0.0315740228824453
PIAS4	51588	0.15647521382186
MLLT3	4300	0.410989450054622
CDKN1A	1026	0.626832128131769
BMI1	648	0.713074995178196
SETDB1	9869	0.497593661721286
HAP1	9001	0.29021319958139
CHD3	1107	2.12456434535631
CBX1	10951	1.57748330625767
HMGB1	3146	1.46916649708225
CDK7	1022	0.911171463788593
POU2F1	5451	1.7602024632179
RB1	5925	0.562286532324075
GTF2E2	2961	0.148686320972114
E2F1	1869	0.863165913552355
POU5F1	5460	0.29398896922962
DYNLL1	8655	0.222333175031217
TK1	7083	0.61371528100662
SMN1	6606	0.458658107607528
PARD3	56288	0.481072355451639
EEF1A1	1915	0.0733416180653705
PAX6	5080	1.68001548429345
ZHX1	11244	2.75942427035711
VIM	7431	0.0125417606740813
STAT2	6773	0.0145347864175811
HDAC1	3065	0.105801065482346
CREBBP	1387	0.113367728490104
SMARCA4	6597	0.116932765178273
MED14	9282	0.326649191389595
COPS2	9318	1.07251242078372
TP53	7157	0.827756566914811
CCDC85B	11007	0.445063412898
BMPR2	659	1.82705134856778
GDF9	2661	1.14016923976063
MAPK8	5599	0.154007591860674
CTBP1	1487	0.641765291888259
YWHAB	7529	1.09638287178063
ESR1	2099	0.396786158293903
YWHAG	7532	0.223662565272271
FYN	2534	1.30306109840947
CBL	867	3.48479481067842
CDC2	983	5.53157675365074
CASP8	841	0.0424827901911229
SHC1	6464	4.24128066174994
CRK	1398	0.0
CD2AP	23607	2.56154730103905
PIK3R1	5295	0.133600789211156
TYK2	7297	3.48963588756946
CAV1	857	0.800154992714786
NEDD9	4739	3.84970599818626
ATXN1	6310	0.237733526021113
PIK3R2	5296	2.13116098355047
PTK2	5747	0.218997646230768
KHDRBS1	10657	1.13294877150079
CBLB	868	0.175386641426755
PRKCZ	5590	0.364353523901865
CASP3	836	0.343982213115038
UNC119	9094	0.877114688910908
PLCG1	5335	0.24171056330103
TNNT1	7138	2.03655837455197
MAPK8IP1	9479	0.565106387384676
BAD	572	2.48871099404194
CSNK1D	1453	1.35960598343925
UBB	7314	0.162916148266548
CSNK2A1	1457	0.416679389616933
TNFAIP3	7128	1.25070650158944
NR2C2	7182	2.07670164648973
NFKB2	4791	0.578331350989425
NFKBIB	4793	1.33677097794617
NFKB1	4790	0.673704286149164
HIST3H3	8290	1.43764191369622
TRAF3IP2	10758	0.688031260418495
PRKDC	5591	0.450577784884272
NCOR2	9612	0.0155764076343683
IKBKB	3551	0.966700725480877
NCOA3	8202	0.158511444841054
PEBP1	5037	0.0437183641384825
RELA	5970	0.865564384573359
CDC37	11140	0.892484667149557
PDPK1	5170	0.0655609664290804
ZBTB16	7704	0.292312551568742
AFF4	27125	2.90476650655468
FLNA	2316	0.0386736990190766
TBK1	29110	0.643834821863338
KIAA1267	284058	0.348174830666942
USP7	7874	1.30979131329537
TRADD	8717	0.536797366159965
IRF4	3662	0.334079651372375
TRIM37	4591	0.0412986773562576
CDK9	1025	1.35826189072448
TRAF1	7185	0.604351448917457
SIAH2	6478	0.516620395662978
PIN1	5300	0.605995481133695
TRAF6	7189	2.06325393711355
127557	127557	0.275546930691082
TSC22D4	81628	0.0764226001697317
RBPMS	11030	2.21018207023265
COIL	8161	0.702335692656945
ESRRG	2104	0.413148499527865
AR	367	0.646447241572071
RORB	6096	1.79841527284036
PSMC5	5705	0.374004292476913
RXRB	6257	0.223524137909816
NCOA1	8648	2.63252807117639
PBX1	5087	0.254335559215875
PKNOX1	5316	1.09438462215538
KPNB1	3837	2.572980547481
GRB2	2885	1.45031581300214
SMARCB1	6598	0.467800101425034
EZH2	2146	0.555710095259233
RARA	5914	2.23814083654468
MED31	51003	0.484447023948741
RXRA	6256	0.181003095402954
PPARG	5468	2.12747730498237
PCNA	5111	0.296892608168216
GATA4	2626	0.522280671586941
SRF	6722	1.09409118474986
FES	2242	0.22862186064326
SRC	6714	0.149348039677113
ABL1	25	1.33899578506463
RAP1A	5906	4.92959802253944
EGFR	1956	0.276041839465538
HCK	3055	3.02676495735926
AP2M1	1173	0.86270133438094
SMURF1	57154	0.242776213779303
SMAD4	4089	0.419966451768468
PRKCB	5579	0.203475282061846
GSK3B	2932	2.02091949462808
DAB2	1601	0.197295560178889
EIF4E	1977	0.16348306425901
MAPK6	5597	3.5830660185693
ZMYND8	23613	0.0964542763104532
CREB3	10488	0.0903206094929541
TAF1	6872	0.690063010855352
EP300	2033	1.90396663074338
KAT2B	8850	1.65188769727962
TBP	6908	0.653333408075209
NR3C1	2908	0.314264142927816
CDKN2A	1029	0.252748284942085
TP73	7161	0.720760379378536
JUN	3725	0.256155962085685
FOXO1	2308	0.616844906257767
SMAD3	4088	0.589703568273573
ARNT	405	0.586354605838203
JUNB	3726	0.493880772461846
CEBPB	1051	0.0232438785328717
TRRAP	8295	0.326992397855097
THRA	7067	0.159561179190472
TAF10	6881	0.575005389507716
SP3	6670	0.386705495807925
TRIM24	8805	0.0796197197074822
GTF2B	2959	1.76178711384197
PNRC2	55629	4.27742336401729
UBE2I	7329	0.191934653231071
SP1	6667	0.00973642611688519
TRIM28	10155	0.4090590264393
TADA3L	10474	3.65556412275278
AHR	196	0.345084932033329
SAFB	6294	0.362516258696438
NCOA2	10499	0.86858604196385
NCOR1	9611	0.362525973452614
RFX4	5992	1.07450372834487
SREBF1	6720	0.630604928933629
JUND	3727	0.258172539421055
SMAD2	4087	0.50489276701952
PPARGC1A	10891	0.0214548708439626
GRAP2	9402	0.646938788452927
JAK2	3717	0.271572662743049
LCK	3932	0.304158705547763
LYN	4067	0.575338837219402
CLTC	1213	0.599764592277729
AKT1	207	2.44255165813217
CDX2	1045	2.2331250647588
SMAD1	4086	0.199634385799561
GATA2	2624	2.28535158570949
HDAC4	9759	2.13024245583418
SLC9A1	6548	4.35976905798423
MITF	4286	0.21828720052916
GATA1	2623	1.43811262729683
FOS	2353	1.50740498060847
ETS1	2113	1.49028107249576
MYB	4602	0.273696891482061
TCF3	6929	0.047323720996264
NR5A1	2516	0.558123621513645
PARP1	142	2.25957659364837
GFI1B	8328	3.21679610824319
FHL1	2273	0.19270183310705
DAXX	1616	0.0985471202500727
CCND3	896	0.748385235058155
TLE1	7088	0.696874418875616
MAP1LC3B	81631	4.54641410571609
PIAS2	9063	0.136658594453221
CEBPE	1053	0.967916004348933
WT1	7490	2.75927759791376
NR1D2	9975	0.73905410862416
SIAH1	6477	0.50754466579073
DACH1	1602	0.567139049069082
SATB1	6304	0.0930095060755756
SOX10	6663	0.334190078043605
MSX2	4488	0.160589444724707
HDAC3	8841	0.0722092985705149
CDK2	1017	0.341499349219569
RFC1	5981	0.72101890794154
PAK1	5058	0.663865340268762
MED8	112950	0.73418675837868
CSNK2B	1460	0.930886313844796
CALM1	801	0.0573361979894278
TP53BP2	7159	0.287188358245712
RNF2	6045	0.613508536355276
LEF1	51176	0.153103070606157
SIN3A	25942	0.442223434095345
CBFA2T2	9139	4.91406940750656
HEY2	23493	0.92623972015247
MAD1L1	8379	0.0
SAP30	8819	0.297112612073304
MECP2	4204	0.942875079864141
MXD1	4084	1.18079543170504
HDAC2	3066	0.366153667745881
MCM7	4176	0.188345297058281
LMO4	8543	0.0160730618781066
PRPF40A	55660	0.768790514912753
SFN	2810	0.355580240627496
ZAK	51776	0.450539056807015
MPRIP	23164	0.397302274016287
EWSR1	2130	0.315679644385146
AXIN1	8312	1.60639519326683
TAF9	6880	0.587200417278003
NFYA	4800	0.465765363507618
SOX8	30812	0.0260003977489296
