Number of MFVS nodes: 463
C1orf103	55791	0.7048098096248
KAT5	10524	3.42792248532138
ID2	3398	1.35826189072448
TSC22D1	8848	0.942960457250178
CBX5	23468	0.29021319958139
BRD7	29117	0.434125323169146
MYST2	11143	0.47324637475084
PIAS4	51588	0.665567648652347
MLLT3	4300	0.191129780395967
CDKN1A	1026	1.04215524066989
BMI1	648	0.0
SETDB1	9869	0.468988994593039
HAP1	9001	0.325712363431588
CHD3	1107	0.212074782336625
CBX1	10951	0.190157658999667
HMGB1	3146	0.0203649231072607
CDK7	1022	0.324590801080383
POU2F1	5451	0.225739730013924
RB1	5925	0.208868217012916
GTF2E2	2961	0.00293896715086206
E2F1	1869	0.334079651372375
POU5F1	5460	0.184782272695891
DYNLL1	8655	1.24590188145588
TK1	7083	0.327371947574726
SMN1	6606	0.947651793631763
PARD3	56288	0.040430025845581
ZNF354A	6940	1.88648052352954
EEF1A1	1915	2.74263982266489
PAX6	5080	0.43568927682796
VIM	7431	1.54358728369364
STAT2	6773	1.89512700259221
HDAC1	3065	0.6027548489535
CREBBP	1387	1.02056309297893
SMARCA4	6597	1.50102644999295
MED14	9282	2.12708346979048
COPS2	9318	0.554969265639509
TP53	7157	0.444989139565448
CCDC85B	11007	0.116280965893475
MAPK8	5599	0.360089049682525
CTBP1	1487	0.504744796076125
YWHAB	7529	0.400767338962808
ESR1	2099	0.074571297802505
YWHAG	7532	2.8507160941854
FYN	2534	4.09096406315257e-05
CDC2	983	0.804093074684796
CASP8	841	1.02967880853953
SHC1	6464	0.247815061977738
CRK	1398	0.308108461454754
GNB2L1	10399	0.804286641837928
PIK3R1	5295	1.02367282611099
TYK2	7297	1.86406772466685
CAV1	857	0.930886313844796
ATXN1	6310	0.746027683558752
PIK3R2	5296	2.90561184276852
PTK2	5747	0.493032705497194
CBLB	868	0.133749839464013
PRKCZ	5590	0.213775240391612
CASP3	836	0.584966803158673
CD5	921	1.8230002978218
UNC119	9094	0.0166817566093318
TNNT1	7138	0.209801200440507
MAPK8IP1	9479	0.43895430849895
BAD	572	1.03066858065394
CSNK1D	1453	0.405265442316718
UBB	7314	0.107528505582097
CSNK2A1	1457	0.317695625572821
SQSTM1	8878	0.993894154313587
TGFBR1	7046	2.35120386642035
TNFAIP3	7128	0.87833627970015
NR2C2	7182	0.988979038166882
NFKB2	4791	0.208093894040248
BAT1	7919	4.35976905798423
HSP90AB1	3326	0.540555515114196
NFKBIB	4793	0.16650686753274
NFKB1	4790	2.28535158570949
